3025
141,148,51
179,73,87
173,18,125
202,172,147
49,47,228
66,152,168
176,69,160
20,79,201
160,4,74
165,106,66
252,164,22
235,226,108
43,252,137
96,248,107
48,26,56
45,132,191
79,190,152
215,182,43
190,255,81
2,226,239
104,165,232
129,26,114
247,123,129
47,2,77
75,50,16
78,71,72
160,214,208
237,166,168
126,58,45
29,159,111
138,218,253
22,83,203
85,209,222
168,33,131
48,206,188
221,120,134
235,42,16
255,115,154
210,168,165
62,149,236
55,190,236
153,50,139
49,122,17
72,93,95
31,101,247
41,138,217
13,254,157
123,157,198
204,61,173
79,81,97
252,53,18
224,73,36
132,4,29
171,218,120
17,78,246
235,55,167
117,96,64
147,29,187
65,156,45
249,206,128
181,246,162
34,199,60
66,215,112
205,225,174
127,211,193
167,248,227
232,115,64
116,224,29
237,117,216
187,135,62
214,63,59
112,31,159
141,226,88
136,20,251
182,53,179
243,40,72
124,63,28
152,6,13
89,251,115
206,165,222
234,153,122
198,69,84
150,122,105
13,180,60
222,90,231
56,113,125
189,113,236
54,248,110
213,197,198
209,171,181
25,143,146
55,175,132
115,242,92
114,97,59
241,117,19
12,10,27
228,239,122
48,199,94
4,188,32
136,59,130
118,244,250
162,242,53
50,85,103
102,15,84
47,155,242
92,171,230
45,188,241
129,40,35
47,179,248
91,164,183
191,159,92
214,105,65
126,255,97
169,98,31
245,46,60
148,83,60
65,170,151
164,127,119
128,23,151
50,169,208
10,58,52
224,55,28
66,204,64
66,85,141
134,237,23
201,6,211
117,238,62
32,131,212
146,128,89
207,166,140
122,176,188
122,169,117
210,207,94
103,232,89
236,133,255
86,91,214
242,165,48
86,221,232
127,188,76
250,164,244
136,165,130
232,125,14
192,201,155
167,90,0
249,186,7
85,148,30
253,225,186
2,45,68
104,68,159
178,113,250
223,227,101
113,71,97
172,175,0
118,104,226
13,168,238
122,190,101
210,102,52
116,69,243
151,233,6
30,88,140
194,64,176
58,146,128
54,164,85
249,41,4
205,84,122
142,82,18
10,114,139
136,1,0
94,251,244
247,104,110
44,228,73
129,59,213
177,185,0
165,72,148
22,183,19
75,1,102
33,100,2
158,227,191
105,128,101
159,121,35
111,55,61
112,242,164
27,87,142
75,222,74
73,226,193
134,156,234
130,152,134
33,241,127
168,4,39
120,147,204
84,183,75
18,151,25
54,25,110
217,176,56
198,186,234
160,238,144
222,241,15
206,108,96
130,245,112
83,236,202
11,193,34
185,155,238
168,138,170
230,200,210
4,133,133
219,230,61
71,118,177
73,127,160
113,62,42
8,174,34
35,173,127
149,11,219
121,61,144
130,65,31
186,13,232
13,214,15
55,142,46
2,85,73
125,149,194
179,18,251
68,214,110
76,181,225
4,143,164
83,185,34
147,126,171
111,85,76
158,43,124
28,113,87
8,1,60
237,26,161
33,17,193
217,249,181
108,139,84
130,3,77
103,138,8
248,229,70
128,23,139
97,163,7
12,138,202
45,153,202
64,20,96
245,34,167
58,208,250
239,119,173
171,85,123
169,27,179
228,115,84
23,64,122
182,117,241
29,165,30
156,102,21
118,69,36
178,7,57
216,159,107
46,107,13
61,46,164
146,152,174
192,131,149
24,56,38
209,223,97
250,109,11
253,222,56
139,217,117
32,194,56
145,23,108
153,53,96
172,250,76
51,69,137
64,59,105
121,45,250
91,91,25
84,74,197
50,76,251
82,213,231
152,93,43
84,1,115
128,97,111
201,111,198
178,163,40
167,82,53
38,255,18
173,183,56
92,245,223
165,151,197
233,4,59
151,155,35
136,35,234
8,29,64
83,174,158
7,117,171
138,160,147
157,211,112
188,60,57
88,171,53
109,151,106
45,29,144
124,125,251
65,60,172
7,188,227
225,201,168
90,205,195
194,48,62
50,62,243
162,17,33
203,63,172
225,156,15
131,26,135
52,69,152
144,149,4
85,145,37
120,211,111
37,175,113
167,52,245
114,6,208
53,48,22
19,93,147
228,63,117
241,185,89
167,20,139
211,151,20
221,46,119
245,255,160
144,193,218
222,30,50
24,234,84
127,210,139
49,5,0
135,128,35
165,153,227
48,184,106
15,5,19
175,33,58
93,22,229
157,15,105
160,69,123
87,92,72
101,28,104
187,240,198
189,233,167
94,176,78
252,135,24
93,158,235
68,80,170
165,135,209
240,114,114
221,55,100
211,39,10
221,247,252
219,13,68
34,241,163
44,160,88
197,157,101
188,207,48
133,230,154
137,51,56
116,169,160
78,234,80
227,103,178
254,23,122
112,63,157
136,3,229
38,205,165
243,135,79
187,25,19
29,93,115
136,249,232
222,22,103
28,235,196
246,148,60
203,56,19
169,119,15
4,62,5
165,196,228
7,49,204
123,108,88
99,253,1
21,191,40
154,75,172
11,118,241
21,34,57
78,104,155
195,214,25
249,146,144
26,51,194
55,96,155
225,62,167
185,209,178
92,213,255
25,126,102
190,239,186
115,139,9
157,105,117
220,141,140
225,199,253
141,189,210
23,200,81
230,129,242
83,207,5
58,77,235
66,125,26
63,11,37
147,195,183
203,171,131
5,204,193
164,201,189
129,90,25
228,80,11
200,74,252
166,181,33
73,21,241
57,161,126
86,94,38
60,219,46
229,160,130
37,84,218
106,18,101
3,87,159
215,150,227
129,33,132
152,171,179
109,46,14
176,116,139
237,62,158
186,143,171
165,192,178
132,149,172
10,93,82
86,91,40
169,196,67
144,139,215
76,68,79
176,125,5
88,18,19
241,48,154
30,63,77
119,16,88
34,102,149
64,57,228
171,211,251
100,151,199
177,200,106
145,109,9
0,151,101
221,215,204
79,249,243
75,181,228
130,236,142
92,23,6
98,139,199
233,63,143
164,213,224
149,217,1
143,86,163
14,121,251
121,198,40
13,46,44
37,30,86
97,107,160
0,64,103
243,206,112
235,149,241
165,117,101
163,37,35
108,40,209
63,95,51
93,89,180
75,251,34
159,163,186
171,92,32
142,32,67
107,111,58
17,189,200
34,231,86
239,85,117
190,98,86
91,180,60
70,146,14
136,54,223
145,169,154
76,238,109
135,229,205
168,137,2
36,252,251
92,82,209
145,4,247
129,110,200
228,56,79
69,52,161
126,165,188
177,47,139
77,59,103
72,100,157
148,117,69
76,19,245
39,165,24
101,218,95
193,5,50
55,106,113
76,174,203
137,205,235
137,170,137
110,209,26
153,143,46
252,83,175
207,241,6
76,175,203
20,107,51
51,119,230
166,46,89
45,231,103
194,173,121
88,65,100
52,254,254
21,149,137
166,26,9
59,10,54
72,160,208
88,234,110
110,82,131
252,91,21
202,15,114
130,100,0
21,83,150
103,132,12
233,87,47
166,217,83
83,197,89
85,86,205
61,122,252
40,134,146
7,24,17
249,232,187
25,48,17
183,82,162
248,234,87
246,234,48
167,199,249
213,223,48
23,159,174
211,1,170
69,71,86
110,1,48
226,145,235
213,109,208
104,184,2
152,130,152
59,130,10
157,69,3
232,97,65
188,87,160
110,53,168
39,231,98
82,57,54
182,136,101
194,175,75
23,51,213
236,79,99
61,119,27
11,179,63
78,204,165
243,55,217
104,8,213
28,170,218
27,184,192
101,49,242
163,44,45
104,30,131
75,139,87
195,14,181
161,240,203
125,12,225
113,241,111
0,234,168
54,223,86
68,108,220
138,226,23
141,74,77
179,108,198
148,101,105
0,178,177
48,86,211
250,126,173
116,156,158
164,176,78
127,206,91
39,131,98
206,176,131
101,92,221
211,53,150
221,118,95
225,19,21
37,62,100
101,105,163
198,80,98
20,198,16
156,135,219
94,26,112
19,228,13
128,181,35
34,220,12
76,66,181
250,44,102
20,24,203
243,43,85
22,137,245
32,177,59
228,6,109
206,114,84
179,193,192
27,149,16
9,225,168
226,208,120
138,154,211
96,16,37
150,211,32
197,70,184
59,247,231
245,236,72
154,68,247
40,71,28
78,225,154
251,203,88
94,252,57
15,50,32
43,221,169
205,107,89
241,127,245
248,169,73
13,4,86
64,39,247
55,45,124
97,67,97
106,229,113
157,137,206
116,29,203
195,209,228
115,238,189
158,233,61
140,89,38
100,77,117
166,100,250
65,78,173
226,239,43
105,133,169
114,22,20
109,173,174
213,49,72
53,212,25
142,59,193
146,11,10
15,33,80
26,145,123
192,15,111
218,168,72
93,194,174
52,206,249
54,201,100
103,48,240
69,119,238
162,36,245
191,227,102
72,12,20
49,151,131
0,217,66
188,133,125
193,95,200
215,97,229
82,189,165
194,213,49
21,173,180
219,71,186
29,154,27
19,113,254
254,30,7
121,28,139
71,34,45
214,146,229
169,164,4
202,57,211
30,120,96
63,252,102
106,228,252
112,53,221
77,62,88
108,166,250
179,213,59
19,233,252
6,153,101
149,189,170
75,195,4
122,134,182
31,143,123
94,77,110
20,234,223
114,78,61
90,246,0
179,179,222
9,21,185
203,210,178
109,76,119
57,113,232
38,78,81
23,83,241
52,148,30
125,146,62
109,21,95
149,76,63
63,248,87
223,29,87
182,7,239
130,117,145
54,34,243
181,240,9
131,94,73
241,159,123
81,98,11
185,16,23
123,12,67
77,52,50
13,120,104
207,79,181
235,105,53
47,205,55
55,104,146
245,14,124
72,9,141
4,215,242
117,40,3
95,145,235
169,166,57
33,111,164
122,15,247
48,49,18
23,156,214
158,131,16
62,88,173
41,249,126
31,166,90
130,174,168
146,201,11
242,58,117
91,252,61
202,20,202
141,247,37
58,92,108
126,97,209
65,129,45
79,182,103
250,128,104
220,53,184
69,46,156
169,6,110
139,75,84
43,9,234
73,34,15
9,177,96
110,79,99
64,219,75
34,35,11
187,102,6
253,68,112
75,202,105
217,109,61
237,137,219
154,135,227
237,176,1
198,119,55
1,9,78
42,64,145
55,216,193
2,235,237
21,133,249
217,27,186
70,2,148
221,181,149
206,101,13
112,55,141
67,152,232
63,223,143
40,34,255
254,149,192
87,86,146
238,250,193
204,143,146
37,42,83
15,122,111
201,57,255
63,107,164
108,15,163
84,8,238
99,34,60
145,238,37
249,179,146
178,62,24
24,184,67
255,15,233
9,124,252
169,143,24
144,254,255
226,251,91
10,8,92
135,195,164
69,82,201
64,249,130
28,94,108
24,234,18
185,32,150
159,117,159
32,246,175
208,28,103
203,46,166
218,251,107
255,201,147
82,192,61
254,41,118
198,9,87
143,84,89
1,151,132
179,224,201
168,121,146
36,189,188
40,148,22
24,37,126
163,26,250
61,194,111
204,62,171
9,103,66
69,10,164
109,112,153
238,241,2
210,105,92
55,193,154
252,166,90
174,19,88
177,60,103
191,212,190
115,32,155
147,224,66
15,103,201
182,44,42
250,208,252
4,186,155
251,16,39
139,70,4
131,93,113
200,180,54
151,253,92
139,82,64
150,26,190
205,10,3
219,59,60
169,186,248
219,112,212
251,118,38
196,60,18
218,12,219
253,33,26
150,130,206
59,236,43
164,184,76
99,93,35
226,50,3
47,200,245
156,12,255
221,39,117
81,29,6
80,21,149
208,219,21
123,226,167
182,42,174
148,36,54
233,58,23
39,157,219
115,187,37
29,4,25
170,119,84
35,167,185
83,118,198
167,169,131
84,1,206
23,105,247
62,0,68
224,131,59
97,234,253
212,83,230
17,224,1
31,174,120
124,248,127
96,155,148
73,219,252
219,159,19
104,115,234
198,136,28
197,233,246
254,12,112
215,219,123
146,213,34
62,242,113
81,254,12
135,14,169
139,130,64
19,29,195
201,203,232
46,41,224
140,216,137
216,246,251
104,155,220
16,216,240
100,168,118
193,164,68
57,0,226
185,12,27
187,40,154
21,4,163
68,131,31
169,83,100
228,214,234
42,125,118
83,229,142
150,171,29
59,5,131
132,223,78
46,120,238
143,154,206
224,122,244
252,120,70
142,163,230
243,96,116
7,104,239
18,167,72
74,90,55
94,121,164
194,171,248
107,209,173
221,213,145
31,189,185
247,190,62
156,207,81
240,205,18
117,243,185
71,245,232
196,139,123
24,187,197
42,225,91
129,32,84
210,115,67
147,207,241
153,127,1
153,238,108
114,208,125
76,106,147
152,132,160
85,164,21
203,17,116
197,254,195
222,59,211
217,186,246
33,187,9
155,11,251
97,214,161
56,138,142
43,65,55
102,250,244
69,239,87
99,73,129
217,96,105
7,149,137
227,203,5
89,229,241
225,222,90
82,79,74
148,154,130
126,57,227
3,181,99
78,180,197
41,117,2
82,94,13
252,51,218
197,142,145
114,98,18
15,57,247
228,11,107
85,169,205
58,199,240
53,15,8
6,217,158
65,73,76
11,10,159
150,59,251
86,202,215
16,119,201
232,19,181
162,115,119
57,48,2
114,62,119
113,17,48
249,93,174
90,75,100
67,140,235
6,27,134
73,185,104
148,224,202
71,25,182
167,29,118
174,226,164
106,33,3
160,116,134
224,139,15
57,159,81
164,50,156
132,252,49
37,71,131
31,189,53
236,38,136
79,179,224
180,29,122
234,218,164
204,80,96
224,29,8
168,124,34
253,185,234
119,3,213
5,249,231
19,149,249
89,94,119
253,90,17
78,240,3
249,21,231
171,26,107
226,191,95
64,143,237
172,103,230
130,236,67
10,184,51
77,213,214
139,220,211
38,29,157
249,169,12
4,36,226
77,235,59
190,184,163
209,150,68
64,236,157
168,211,35
185,62,130
148,211,220
23,3,234
76,235,223
147,226,17
207,63,102
199,10,6
76,100,48
188,166,140
248,175,84
10,197,254
82,53,246
186,229,94
174,61,84
208,144,232
140,249,244
17,186,83
206,1,86
117,169,172
208,247,47
85,107,6
93,87,88
154,195,126
50,234,22
166,79,5
72,91,65
199,191,234
115,146,185
98,127,31
223,172,13
155,6,180
15,228,215
242,118,36
101,205,113
200,161,96
176,11,2
18,160,65
17,38,59
210,75,70
117,78,146
161,125,186
9,173,202
239,107,100
2,130,138
116,66,111
60,22,23
108,161,58
202,145,3
156,210,239
175,66,159
31,34,175
19,40,34
119,204,120
29,96,200
29,44,39
72,168,201
121,184,236
86,155,197
212,176,212
253,79,43
190,6,130
195,20,114
41,234,142
241,129,175
193,209,80
217,136,23
120,19,114
111,232,42
62,73,124
33,46,171
136,98,162
117,96,3
212,206,164
130,94,119
97,25,203
145,238,98
225,69,230
57,18,0
245,181,127
91,125,186
104,96,126
188,58,214
70,18,12
91,155,248
42,11,185
32,42,118
161,18,246
20,98,107
90,163,131
25,125,190
56,203,128
127,176,129
139,153,22
43,214,0
152,39,247
243,78,11
155,4,234
65,63,229
203,67,251
216,117,20
68,162,48
82,161,89
250,57,143
12,148,36
248,192,186
173,224,4
212,132,255
61,60,43
173,252,66
129,241,58
248,236,7
113,146,228
190,201,79
3,135,120
148,127,252
102,224,180
5,213,157
237,249,101
52,35,53
165,147,84
107,192,247
211,147,253
40,46,41
42,94,55
3,67,38
203,29,48
129,27,144
167,144,113
106,131,71
175,125,248
129,84,208
145,102,203
167,175,79
228,212,243
175,63,37
209,44,88
72,225,170
14,95,61
9,170,7
200,135,37
181,231,83
10,205,220
73,214,190
213,113,102
247,101,76
91,74,167
130,146,213
83,148,168
12,46,27
170,77,8
177,237,98
11,218,243
22,141,227
247,183,149
200,149,141
2,217,126
2,200,100
51,91,78
202,20,168
17,182,28
2,238,35
196,72,172
213,113,225
65,26,168
6,179,229
153,98,70
115,133,144
17,100,54
161,55,64
56,79,76
103,252,154
225,32,233
217,175,242
126,4,50
68,172,124
205,179,128
116,11,167
196,24,208
192,181,143
123,155,92
224,254,84
237,169,174
67,131,47
237,56,199
206,76,77
120,137,242
14,117,177
243,97,227
155,104,45
202,56,217
169,102,247
22,55,161
240,74,150
139,107,19
56,72,192
156,13,192
75,176,42
148,159,89
190,1,155
90,104,54
67,80,76
249,85,246
232,70,122
165,203,3
232,83,58
209,190,190
3,22,173
253,68,97
170,197,209
211,241,18
53,239,41
111,219,107
131,208,180
40,7,110
30,159,179
4,118,248
205,162,133
71,243,4
101,191,209
150,150,7
117,87,59
158,20,58
232,19,99
14,196,80
19,175,10
43,31,19
0,217,102
94,209,225
226,199,245
29,198,201
244,134,97
140,160,129
208,255,16
1,59,236
160,89,168
250,255,98
87,140,45
183,31,179
137,93,101
172,15,155
62,65,38
130,117,122
190,144,108
190,131,39
68,100,11
127,13,56
169,208,44
34,61,161
59,166,23
0,212,245
172,24,241
191,145,201
210,84,179
126,105,79
223,252,47
13,125,118
153,123,196
9,216,74
181,45,92
52,233,188
5,221,36
104,169,93
54,105,1
206,202,80
64,202,211
181,232,189
14,218,46
56,245,176
54,31,193
151,177,98
33,113,21
136,228,234
111,238,125
211,223,119
147,98,31
64,204,1
239,12,246
55,242,15
101,142,124
210,221,197
120,8,222
140,47,74
82,209,45
1,97,107
33,102,207
177,122,176
130,58,229
11,172,121
147,106,136
226,223,32
209,29,187
126,231,16
170,205,78
250,232,4
204,47,248
27,118,112
6,135,118
63,71,221
50,125,35
197,148,66
154,5,27
18,191,202
78,182,200
162,9,1
55,255,147
176,148,105
210,217,245
130,120,142
116,230,228
32,87,226
207,223,87
41,35,95
101,144,191
20,73,29
184,111,20
247,65,126
47,81,8
105,26,158
94,44,169
198,167,245
34,65,42
103,36,23
54,253,22
83,177,230
223,26,186
124,132,67
62,121,17
35,66,78
78,57,32
76,215,151
2,82,232
56,235,78
18,40,107
49,42,243
19,186,128
116,77,94
230,200,62
5,77,53
56,181,123
16,178,135
137,254,21
39,24,196
94,123,46
26,3,205
43,47,215
74,150,210
244,204,8
172,114,33
153,117,159
207,207,161
96,188,160
54,169,105
237,105,242
107,134,81
4,67,8
105,152,113
216,231,21
183,37,214
246,130,41
3,83,189
31,178,45
123,111,10
76,218,67
219,157,15
60,60,31
120,125,43
18,159,116
190,128,8
170,35,47
161,173,135
159,59,27
149,237,190
226,103,196
255,216,7
195,7,53
59,233,190
69,116,40
232,148,140
109,122,169
117,226,243
142,16,61
148,17,151
21,151,158
167,117,157
37,63,228
217,215,186
61,101,178
17,102,51
167,235,70
94,81,182
59,62,33
212,119,8
91,50,250
61,8,5
67,78,46
201,255,208
197,188,184
37,51,223
227,86,8
119,38,36
188,178,187
164,81,208
60,142,114
184,128,158
19,196,52
250,198,165
64,138,2
74,163,168
25,72,46
156,129,96
147,159,96
64,227,96
18,144,138
164,161,60
20,46,141
148,186,162
148,73,79
75,240,4
183,165,223
242,184,133
183,63,146
88,59,32
234,152,201
23,162,114
110,223,195
51,192,253
110,153,204
197,251,144
156,127,164
48,153,147
238,204,41
64,226,195
204,5,106
5,229,142
26,2,169
131,184,147
10,98,109
24,206,230
117,83,16
50,96,240
23,83,105
14,123,196
221,54,3
45,155,81
179,143,204
9,247,200
48,224,69
131,178,229
192,129,168
142,81,156
136,230,158
7,130,202
226,123,69
172,134,122
126,147,110
228,207,217
177,37,42
67,24,162
82,230,178
225,171,197
250,96,173
53,17,120
200,1,169
207,169,159
46,244,151
232,114,61
81,14,158
60,78,186
65,6,14
58,62,28
156,237,128
215,210,168
243,78,151
158,62,247
228,220,88
227,66,124
245,192,80
142,105,105
108,255,56
227,47,214
113,95,1
213,14,199
99,221,98
167,206,131
127,159,151
14,219,210
198,79,172
212,81,136
80,92,197
75,205,99
167,24,63
215,34,129
35,219,18
202,141,250
9,68,197
16,140,169
168,91,235
224,126,31
77,27,43
208,209,40
163,155,194
57,86,248
91,210,121
101,59,189
73,215,102
224,239,116
67,54,182
22,148,16
66,85,235
156,55,15
23,96,111
255,251,225
90,249,28
73,169,8
47,14,150
57,188,222
161,28,225
110,33,243
169,153,185
107,151,110
7,219,125
91,84,241
236,189,152
80,224,25
39,171,168
182,194,39
129,90,170
199,235,121
246,126,4
235,197,219
166,188,35
245,20,19
10,122,43
134,60,76
229,151,4
161,70,117
200,202,223
140,110,138
160,78,112
242,70,206
125,218,197
101,220,241
165,188,191
66,184,16
122,156,255
203,132,49
170,74,237
175,26,216
150,140,228
19,48,155
44,167,169
116,59,241
21,221,131
198,143,140
10,2,8
209,241,55
125,79,211
186,220,73
106,128,54
118,216,16
224,12,90
79,54,50
151,141,114
207,44,27
43,201,185
91,60,175
100,98,239
207,96,9
37,54,245
112,42,142
10,196,15
161,10,88
1,156,95
211,15,208
219,82,122
94,6,239
172,6,76
188,12,83
112,255,129
233,36,14
156,191,201
191,184,245
128,49,147
46,20,55
224,123,61
137,182,177
163,36,69
77,76,128
231,28,121
129,255,187
37,144,169
41,243,67
11,231,227
8,243,90
2,42,117
170,67,216
190,54,136
150,123,218
79,66,55
158,22,102
18,83,248
238,102,90
221,54,109
171,217,77
49,7,2
215,25,110
15,165,147
158,86,36
243,26,217
173,98,174
153,254,84
15,154,228
173,147,194
30,55,98
145,141,136
53,197,169
188,206,110
178,86,196
236,7,208
62,233,183
217,70,122
229,21,28
114,160,254
40,42,162
243,181,121
123,216,155
171,101,49
52,26,241
140,31,218
125,192,165
234,242,74
150,156,108
82,194,16
4,225,51
93,149,253
215,84,76
175,252,93
161,73,5
98,248,160
107,228,21
18,208,192
135,237,132
54,180,9
128,2,115
70,221,119
84,109,101
67,2,156
17,229,123
177,12,83
253,46,106
38,175,214
240,153,32
214,71,58
203,8,171
36,66,234
4,159,177
51,42,101
24,138,59
157,19,69
115,237,36
180,61,40
189,176,202
70,158,146
23,240,129
139,28,213
250,156,57
219,18,130
76,92,132
139,188,136
9,27,93
226,135,89
59,133,223
86,160,26
181,159,208
175,221,180
253,100,201
127,3,151
78,136,28
239,63,254
38,86,63
189,4,133
94,200,70
71,21,56
25,147,173
184,91,28
92,125,3
37,197,223
127,133,59
200,101,60
114,52,238
85,120,88
26,79,231
49,102,11
197,55,66
144,242,245
184,206,223
40,22,12
179,5,86
143,201,8
26,190,214
88,3,16
195,51,220
187,185,191
50,151,102
50,160,151
115,211,35
248,36,140
121,176,184
62,193,181
59,56,19
107,180,1
20,176,128
214,239,102
32,99,229
76,95,68
133,134,47
56,230,17
17,218,93
66,64,200
210,137,105
91,146,63
163,20,90
84,69,148
185,82,186
35,255,116
74,180,231
184,76,110
149,109,107
231,18,4
43,100,225
162,168,77
182,191,245
246,107,250
153,243,108
64,236,182
36,40,202
204,96,181
60,163,115
254,221,31
194,242,76
47,59,239
62,100,246
9,130,171
17,104,55
27,250,50
12,129,149
34,61,80
172,72,228
76,119,145
114,203,132
246,250,79
3,111,60
35,16,91
194,93,0
245,139,25
118,6,167
250,210,196
170,48,26
138,154,102
102,162,84
192,186,118
133,69,59
219,50,102
229,238,250
236,3,243
66,151,253
20,142,119
236,96,194
45,241,146
105,94,243
84,64,169
157,169,108
15,177,227
25,78,219
44,215,86
146,103,197
135,74,193
111,115,217
15,178,132
250,119,55
249,209,20
47,198,79
241,189,131
177,79,240
228,139,64
204,43,126
126,32,56
192,99,187
88,239,167
225,37,225
29,65,246
14,124,242
62,81,196
216,81,199
212,66,232
64,229,130
238,48,17
1,115,3
226,41,35
89,57,88
140,65,89
64,65,50
224,50,145
204,50,9
86,86,248
156,34,186
190,214,69
73,143,33
158,255,252
91,125,1
98,49,37
148,20,24
210,226,95
27,168,107
101,14,202
215,115,181
50,226,124
35,139,8
240,110,233
52,107,191
216,94,111
95,46,57
8,223,254
39,239,111
183,240,246
208,17,238
